Id,Latitude,Longitude,Bedrooms,Bathrooms,Square footage,Price,Amenities
622,42.400953,-71.099975,4,2,1939,4208,Pool|Off-Street Parking|Dishwasher|Secure Entrance|Granite Countertops|Washer/Dryer|Stainless Steel Appliances|Fitness Center|Central Air
623,42.373615,-71.105052,1,1,1139,1803,Picnic Area|Fitness Center|Off-Street Parking|Utilities Included|Central Air|Secure Entrance|Washer/Dryer|Stainless Steel Appliances|Dishwasher|Granite Countertops
624,42.414228,-71.128229,1,1,959,1730,Pool|Washer/Dryer|Secure Entrance|Granite Countertops|Stainless Steel Appliances|Dishwasher|Off-Street Parking|Fitness Center|Picnic Area|Central Air
625,42.317962,-71.117263,2,2,1304,2747,Secure Entrance|Stainless Steel Appliances|Utilities Included|Fitness Center|Off-Street Parking|Dishwasher|Granite Countertops|Pool|Picnic Area|Washer/Dryer|Central Air
626,42.340966,-71.149816,0,1,718,1018,Pool|Picnic Area|Utilities Included|Secure Entrance|Fitness Center|Dishwasher|Stainless Steel Appliances|Washer/Dryer|Off-Street Parking
627,42.362709,-71.136018,1,1,983,1869,Stainless Steel Appliances|Picnic Area|Fitness Center|Central Air|Off-Street Parking
628,42.320966,-71.132144,2,1,1679,2474,Granite Countertops|Washer/Dryer|Central Air|Fitness Center|Stainless Steel Appliances|Pool|Dishwasher|Secure Entrance|Picnic Area
629,42.372186,-71.135723,4,2,1868,3744,Secure Entrance|Utilities Included|Off-Street Parking|Pool|Picnic Area
630,42.385507,-71.134843,3,3,1793,3513,Picnic Area|Granite Countertops|Dishwasher|Washer/Dryer|Pool|Secure Entrance|Central Air|Off-Street Parking|Stainless Steel Appliances
631,42.370179,-71.142395,1,1,791,1576,Central Air|Off-Street Parking|Utilities Included
632,42.370035,-71.127744,0,1,644,967,Utilities Included|Secure Entrance|Off-Street Parking|Washer/Dryer|Pool|Stainless Steel Appliances|Picnic Area
633,42.387857,-71.11934,3,1,1826,3254,Central Air|Pool|Fitness Center|Granite Countertops|Stainless Steel Appliances|Dishwasher
634,42.321086,-71.11234,1,1,740,1735,Off-Street Parking|Granite Countertops|Stainless Steel Appliances
635,42.32852,-71.060226,2,2,1014,2955,Washer/Dryer|Off-Street Parking|Fitness Center|Secure Entrance
636,42.393739,-71.147193,4,3,2070,4065,Dishwasher|Washer/Dryer|Picnic Area
637,42.34791,-71.071291,2,1,1207,2170,Utilities Included|Picnic Area|Secure Entrance|Pool
638,42.327192,-71.119261,3,2,1514,2960,Secure Entrance|Utilities Included
639,42.34763,-71.083569,3,3,2249,3809,Picnic Area|Washer/Dryer|Stainless Steel Appliances|Fitness Center|Granite Countertops|Central Air|Pool|Secure Entrance|Off-Street Parking|Utilities Included
640,42.381855,-71.112186,0,1,382,1197,Dishwasher|Washer/Dryer|Granite Countertops|Off-Street Parking|Central Air|Pool|Picnic Area|Utilities Included|Fitness Center
641,42.376568,-71.116484,3,2,2128,3242,Pool|Secure Entrance
642,42.393514,-71.116678,4,3,2302,3672,Fitness Center|Washer/Dryer|Utilities Included|Central Air|Picnic Area|Secure Entrance|Granite Countertops|Pool|Stainless Steel Appliances|Dishwasher|Off-Street Parking
643,42.399137,-71.124068,1,1,918,1749,Secure Entrance|Fitness Center
644,42.371544,-71.142799,1,1,977,1765,Stainless Steel Appliances|Pool|Dishwasher|Picnic Area|Off-Street Parking|Fitness Center|Central Air|Granite Countertops|Washer/Dryer|Secure Entrance
645,42.394491,-71.085039,1,1,969,1536,Secure Entrance|Stainless Steel Appliances
646,42.378104,-71.058992,1,1,1137,1596,Fitness Center|Secure Entrance
647,42.387642,-71.078976,3,2,2234,3284,Central Air|Granite Countertops|Off-Street Parking
648,42.350848,-71.112764,1,1,903,1536,Utilities Included|Dishwasher|Off-Street Parking|Washer/Dryer
649,42.346775,-71.118234,4,2,2513,3888,Secure Entrance|Pool|Picnic Area|Utilities Included|Fitness Center|Stainless Steel Appliances|Dishwasher|Granite Countertops|Washer/Dryer|Central Air|Off-Street Parking
650,42.412214,-71.08811,4,1,2142,3863,Fitness Center|Granite Countertops|Washer/Dryer|Central Air|Secure Entrance|Pool|Picnic Area|Off-Street Parking|Stainless Steel Appliances
651,42.370613,-71.150603,0,1,417,977,Fitness Center|Stainless Steel Appliances|Utilities Included|Off-Street Parking|Dishwasher|Washer/Dryer
652,42.408445,-71.150643,3,1,2327,3231,Fitness Center|Utilities Included
653,42.322695,-71.078692,2,2,1335,2940,Pool|Washer/Dryer|Granite Countertops|Off-Street Parking|Dishwasher
654,42.371358,-71.082543,0,1,416,986,Off-Street Parking|Stainless Steel Appliances|Pool|Washer/Dryer|Fitness Center|Utilities Included|Secure Entrance
655,42.355413,-71.149085,4,1,2119,3561,Fitness Center|Granite Countertops|Dishwasher|Picnic Area
656,42.326864,-71.124383,2,2,1678,2876,Stainless Steel Appliances|Dishwasher|Pool|Granite Countertops|Fitness Center|Utilities Included|Off-Street Parking|Picnic Area|Washer/Dryer|Central Air|Secure Entrance
657,42.414243,-71.120532,0,1,402,1060,Off-Street Parking|Granite Countertops|Dishwasher|Stainless Steel Appliances|Pool|Picnic Area|Utilities Included|Secure Entrance|Washer/Dryer|Fitness Center
658,42.39948,-71.111777,1,1,1050,1705,Picnic Area|Secure Entrance|Fitness Center|Stainless Steel Appliances|Utilities Included|Pool|Granite Countertops|Central Air|Dishwasher|Off-Street Parking
659,42.330916,-71.111623,0,1,622,1012,Pool|Secure Entrance|Off-Street Parking|Washer/Dryer|Granite Countertops|Picnic Area|Fitness Center|Stainless Steel Appliances|Central Air|Dishwasher
660,42.400032,-71.120845,0,1,341,951,Utilities Included|Fitness Center|Picnic Area|Off-Street Parking|Secure Entrance|Granite Countertops
661,42.361012,-71.061983,2,1,1217,2349,Pool|Secure Entrance|Off-Street Parking|Fitness Center|Washer/Dryer|Central Air
662,42.318781,-71.128018,1,1,902,1474,Picnic Area|Washer/Dryer|Stainless Steel Appliances|Utilities Included
663,42.381986,-71.146681,1,1,723,1540,Off-Street Parking|Stainless Steel Appliances|Washer/Dryer|Granite Countertops
664,42.354493,-71.12697,2,1,1286,2364,Granite Countertops|Central Air|Off-Street Parking|Pool|Stainless Steel Appliances
665,42.398975,-71.133172,2,2,1582,2749,Picnic Area|Central Air|Secure Entrance|Fitness Center|Pool|Granite Countertops
666,42.407769,-71.133414,0,1,743,1000,Central Air|Secure Entrance|Picnic Area|Off-Street Parking|Fitness Center|Utilities Included
667,42.410405,-71.138555,4,3,1738,4054,Central Air|Utilities Included|Granite Countertops|Fitness Center|Dishwasher
668,42.414195,-71.137205,1,1,689,1935,Off-Street Parking|Fitness Center|Granite Countertops|Secure Entrance|Dishwasher|Utilities Included|Washer/Dryer|Picnic Area|Stainless Steel Appliances|Central Air
669,42.31654,-71.142156,1,1,1002,1556,Secure Entrance|Picnic Area|Stainless Steel Appliances|Dishwasher
670,42.35767,-71.080334,2,1,1183,2212,Dishwasher|Picnic Area
671,42.335743,-71.141697,1,1,988,1546,Picnic Area|Stainless Steel Appliances|Washer/Dryer|Secure Entrance|Pool
672,42.39196,-71.126901,2,1,1192,2893,Utilities Included|Off-Street Parking|Fitness Center|Pool|Dishwasher|Stainless Steel Appliances|Picnic Area|Secure Entrance
673,42.350057,-71.117873,0,1,340,1135,Picnic Area|Secure Entrance|Fitness Center|Utilities Included|Pool|Dishwasher|Granite Countertops|Off-Street Parking
674,42.368577,-71.077313,0,1,552,1160,Off-Street Parking|Utilities Included|Secure Entrance|Dishwasher|Granite Countertops|Washer/Dryer|Picnic Area|Central Air|Fitness Center
675,42.38621,-71.074702,3,1,1730,3868,Stainless Steel Appliances|Washer/Dryer|Off-Street Parking|Fitness Center|Pool|Picnic Area|Central Air|Dishwasher|Granite Countertops
676,42.367168,-71.078228,3,1,1224,3490,Utilities Included|Fitness Center|Granite Countertops|Picnic Area|Central Air|Secure Entrance|Washer/Dryer|Pool|Off-Street Parking|Dishwasher
677,42.325828,-71.118641,3,3,1785,3298,Pool|Granite Countertops|Picnic Area|Stainless Steel Appliances|Dishwasher|Central Air|Utilities Included|Washer/Dryer|Secure Entrance
678,42.351256,-71.119261,3,3,2033,3324,Dishwasher|Washer/Dryer|Central Air
679,42.331455,-71.14642,2,2,1442,3082,Central Air|Utilities Included|Secure Entrance|Washer/Dryer|Stainless Steel Appliances
680,42.33852,-71.118701,1,1,1099,1653,Central Air|Washer/Dryer|Pool|Picnic Area|Secure Entrance|Dishwasher|Utilities Included|Fitness Center|Off-Street Parking|Stainless Steel Appliances|Granite Countertops
681,42.392706,-71.126748,1,1,1214,1654,Utilities Included|Central Air|Off-Street Parking|Stainless Steel Appliances|Fitness Center|Secure Entrance|Picnic Area|Washer/Dryer
682,42.370197,-71.102804,4,2,2501,3708,Granite Countertops|Picnic Area|Off-Street Parking|Dishwasher|Central Air|Stainless Steel Appliances|Secure Entrance
683,42.33493,-71.14239,4,1,2739,4090,Stainless Steel Appliances|Pool|Utilities Included|Dishwasher|Picnic Area|Washer/Dryer
684,42.371029,-71.077622,0,1,384,878,Dishwasher|Secure Entrance|Stainless Steel Appliances|Central Air|Granite Countertops|Utilities Included|Washer/Dryer
685,42.407525,-71.09313,1,1,804,1756,Picnic Area|Off-Street Parking|Secure Entrance|Granite Countertops|Washer/Dryer|Stainless Steel Appliances|Fitness Center|Central Air|Pool|Dishwasher
686,42.33662,-71.128836,1,1,653,1615,Picnic Area|Dishwasher
687,42.357216,-71.140357,3,2,2320,3352,Picnic Area|Dishwasher|Pool|Off-Street Parking|Fitness Center|Utilities Included
688,42.358068,-71.13599,4,3,2438,3649,Pool|Granite Countertops|Central Air|Washer/Dryer
689,42.317423,-71.078286,0,1,644,1162,Utilities Included|Fitness Center|Stainless Steel Appliances|Off-Street Parking
690,42.318541,-71.146653,1,1,890,1745,Washer/Dryer|Picnic Area|Dishwasher|Pool|Fitness Center|Off-Street Parking|Central Air
691,42.403508,-71.071173,4,1,1950,3917,Central Air|Pool|Granite Countertops|Dishwasher|Utilities Included|Fitness Center|Stainless Steel Appliances|Picnic Area|Secure Entrance|Washer/Dryer
692,42.34741,-71.086558,1,1,1212,1808,Dishwasher|Fitness Center
693,42.316348,-71.131792,0,1,414,970,Granite Countertops|Dishwasher|Off-Street Parking
694,42.323297,-71.147434,1,1,1221,2047,Dishwasher|Fitness Center|Washer/Dryer|Picnic Area|Utilities Included|Secure Entrance|Central Air|Granite Countertops|Stainless Steel Appliances
695,42.390381,-71.078543,4,4,2293,4288,Central Air|Granite Countertops|Stainless Steel Appliances|Utilities Included|Secure Entrance|Picnic Area|Pool|Washer/Dryer
696,42.37022,-71.073075,0,1,559,923,Secure Entrance|Fitness Center|Picnic Area|Stainless Steel Appliances|Utilities Included|Central Air
697,42.413096,-71.125475,1,1,724,1860,Dishwasher|Utilities Included|Off-Street Parking|Stainless Steel Appliances|Washer/Dryer|Fitness Center|Pool
698,42.350102,-71.081704,0,1,473,858,Off-Street Parking
699,42.371494,-71.074793,2,2,1501,3302,Pool
700,42.365119,-71.085434,1,1,1031,1845,Pool|Utilities Included|Secure Entrance|Picnic Area|Central Air|Granite Countertops|Off-Street Parking
701,42.399259,-71.121547,0,1,708,1076,Granite Countertops|Fitness Center|Secure Entrance|Utilities Included|Washer/Dryer|Central Air|Off-Street Parking
702,42.376868,-71.079997,2,1,1224,2865,Picnic Area|Pool|Utilities Included|Stainless Steel Appliances|Central Air
703,42.342565,-71.066751,1,1,924,1613,Utilities Included|Fitness Center|Picnic Area
704,42.363425,-71.120305,2,2,1531,2897,Secure Entrance|Picnic Area|Washer/Dryer|Pool|Granite Countertops|Dishwasher|Stainless Steel Appliances
705,42.388878,-71.143276,0,1,326,906,Dishwasher|Picnic Area|Stainless Steel Appliances|Washer/Dryer
706,42.366701,-71.118276,3,2,1549,3461,Granite Countertops|Utilities Included|Pool|Fitness Center|Central Air|Off-Street Parking|Picnic Area|Washer/Dryer|Stainless Steel Appliances|Secure Entrance|Dishwasher
707,42.320052,-71.071586,3,1,1851,3390,Dishwasher|Pool|Off-Street Parking|Granite Countertops|Stainless Steel Appliances|Central Air|Secure Entrance|Washer/Dryer|Fitness Center
708,42.362193,-71.095986,2,1,1684,2981,Granite Countertops|Dishwasher|Fitness Center|Utilities Included|Stainless Steel Appliances|Off-Street Parking
709,42.338039,-71.065274,4,3,2451,3325,Granite Countertops|Stainless Steel Appliances|Dishwasher|Secure Entrance|Washer/Dryer|Pool
710,42.363344,-71.085428,0,1,294,988,Washer/Dryer|Utilities Included|Fitness Center
711,42.334303,-71.126709,4,2,1987,4041,Granite Countertops|Stainless Steel Appliances|Pool|Central Air|Off-Street Parking|Washer/Dryer|Picnic Area|Dishwasher|Utilities Included|Fitness Center|Secure Entrance
712,42.392771,-71.080682,3,2,2060,3841,Picnic Area|Central Air|Stainless Steel Appliances|Pool|Off-Street Parking|Utilities Included|Washer/Dryer|Fitness Center|Granite Countertops|Secure Entrance|Dishwasher
713,42.360833,-71.102481,3,1,1873,3245,Utilities Included|Central Air|Dishwasher|Granite Countertops|Pool|Off-Street Parking|Washer/Dryer
714,42.360222,-71.060007,1,1,1135,1984,Washer/Dryer|Off-Street Parking|Picnic Area|Dishwasher|Utilities Included|Granite Countertops|Fitness Center
715,42.33688,-71.088298,0,1,256,1119,Fitness Center|Dishwasher|Stainless Steel Appliances|Secure Entrance|Pool|Washer/Dryer|Granite Countertops|Off-Street Parking|Central Air|Utilities Included|Picnic Area
716,42.355441,-71.132195,4,2,2788,4199,Utilities Included|Off-Street Parking|Stainless Steel Appliances|Picnic Area
717,42.316137,-71.102626,0,1,596,972,Picnic Area|Secure Entrance|Fitness Center
718,42.344957,-71.149815,1,1,910,1694,Off-Street Parking|Central Air|Fitness Center|Washer/Dryer|Picnic Area
719,42.401277,-71.070545,3,2,2027,3389,Granite Countertops|Fitness Center
720,42.373045,-71.143665,3,2,1543,3055,Pool
721,42.366193,-71.060867,2,1,1826,2620,Central Air|Fitness Center
722,42.346455,-71.091603,2,2,1490,2989,Stainless Steel Appliances|Picnic Area|Secure Entrance|Fitness Center
723,42.347362,-71.072092,2,1,1426,2466,Secure Entrance|Granite Countertops|Washer/Dryer|Central Air|Utilities Included|Off-Street Parking|Fitness Center|Picnic Area|Stainless Steel Appliances|Pool|Dishwasher
724,42.41165,-71.076791,1,1,929,1842,Granite Countertops|Fitness Center|Secure Entrance|Central Air|Off-Street Parking|Picnic Area|Utilities Included|Dishwasher
725,42.360968,-71.10911,3,3,2258,3394,Utilities Included|Dishwasher|Picnic Area|Fitness Center|Secure Entrance|Granite Countertops
726,42.348593,-71.065412,2,2,1551,2633,Granite Countertops|Washer/Dryer|Dishwasher|Secure Entrance|Central Air|Picnic Area|Pool
727,42.358733,-71.054032,3,1,1717,3254,Dishwasher|Utilities Included|Central Air|Granite Countertops|Washer/Dryer|Stainless Steel Appliances|Picnic Area|Pool|Fitness Center|Secure Entrance
728,42.363156,-71.135543,2,2,1600,3295,Dishwasher|Washer/Dryer|Off-Street Parking|Utilities Included|Picnic Area|Granite Countertops|Stainless Steel Appliances|Pool|Fitness Center|Secure Entrance|Central Air
729,42.329985,-71.08101,2,1,1453,2454,Fitness Center|Off-Street Parking
730,42.397713,-71.150595,3,2,2008,3397,Central Air|Pool|Washer/Dryer|Dishwasher|Off-Street Parking|Utilities Included|Picnic Area|Fitness Center|Granite Countertops|Stainless Steel Appliances|Secure Entrance
731,42.341973,-71.099954,3,3,2030,3456,Utilities Included|Washer/Dryer|Central Air|Off-Street Parking|Fitness Center|Secure Entrance|Pool|Stainless Steel Appliances|Granite Countertops|Dishwasher|Picnic Area
732,42.381282,-71.068453,4,4,2131,4510,Fitness Center|Washer/Dryer|Picnic Area|Off-Street Parking
733,42.336351,-71.083205,4,1,2342,3803,Central Air|Fitness Center|Off-Street Parking|Picnic Area|Granite Countertops|Stainless Steel Appliances
734,42.340042,-71.14521,4,3,2092,4205,Washer/Dryer|Dishwasher|Utilities Included|Pool|Stainless Steel Appliances|Picnic Area|Secure Entrance|Fitness Center|Off-Street Parking|Granite Countertops|Central Air
735,42.358771,-71.128075,4,4,2215,4215,Dishwasher|Off-Street Parking|Picnic Area|Central Air|Granite Countertops|Stainless Steel Appliances|Fitness Center
736,42.333927,-71.12034,2,1,1229,2741,Pool|Off-Street Parking|Stainless Steel Appliances|Central Air|Granite Countertops|Secure Entrance|Picnic Area|Washer/Dryer|Fitness Center|Utilities Included
737,42.358692,-71.083165,1,1,659,1846,Picnic Area|Off-Street Parking|Washer/Dryer|Utilities Included|Granite Countertops
738,42.366777,-71.071358,1,1,980,2124,Utilities Included|Stainless Steel Appliances|Off-Street Parking|Secure Entrance|Picnic Area|Pool|Washer/Dryer|Fitness Center|Central Air
739,42.39531,-71.119191,2,2,1220,2536,Secure Entrance
740,42.355011,-71.078898,0,1,315,1032,Utilities Included|Pool|Picnic Area|Granite Countertops|Washer/Dryer|Stainless Steel Appliances
741,42.347876,-71.07188,1,1,687,1496,Granite Countertops|Utilities Included|Dishwasher
742,42.349157,-71.057295,1,1,581,1828,Secure Entrance|Washer/Dryer|Dishwasher|Utilities Included|Off-Street Parking|Central Air|Pool|Fitness Center|Stainless Steel Appliances|Granite Countertops|Picnic Area
743,42.375415,-71.083707,1,1,992,1851,Picnic Area|Stainless Steel Appliances|Off-Street Parking|Pool
744,42.351093,-71.094824,0,1,661,926,Washer/Dryer|Stainless Steel Appliances|Granite Countertops|Picnic Area|Secure Entrance|Pool|Central Air|Utilities Included
745,42.362312,-71.134469,3,1,1843,2818,Stainless Steel Appliances|Granite Countertops|Washer/Dryer|Secure Entrance
746,42.382645,-71.108816,2,1,1313,2206,Utilities Included|Fitness Center
747,42.333852,-71.121616,2,2,1604,3062,Stainless Steel Appliances|Dishwasher|Granite Countertops|Central Air
748,42.345493,-71.114246,4,2,2416,4025,Off-Street Parking|Dishwasher|Washer/Dryer|Pool
749,42.339946,-71.112969,0,1,706,1042,Central Air|Fitness Center|Dishwasher|Stainless Steel Appliances|Picnic Area|Utilities Included|Washer/Dryer|Pool|Secure Entrance
750,42.381207,-71.128339,2,1,1550,2541,Secure Entrance|Dishwasher|Granite Countertops|Utilities Included
751,42.358455,-71.063367,3,2,1727,3208,Pool|Secure Entrance|Off-Street Parking|Picnic Area|Fitness Center|Washer/Dryer|Stainless Steel Appliances|Utilities Included|Granite Countertops
752,42.394624,-71.057803,1,1,661,1951,Fitness Center|Off-Street Parking|Secure Entrance|Picnic Area|Dishwasher|Washer/Dryer
753,42.368844,-71.079994,0,1,747,924,Stainless Steel Appliances|Utilities Included
754,42.377758,-71.057892,4,4,1821,4198,Stainless Steel Appliances|Picnic Area|Fitness Center|Central Air|Off-Street Parking|Washer/Dryer|Utilities Included
755,42.333507,-71.108376,2,2,1637,2562,Secure Entrance|Dishwasher|Utilities Included|Fitness Center|Stainless Steel Appliances|Picnic Area
756,42.327648,-71.134284,1,1,806,1475,Fitness Center|Central Air|Utilities Included|Secure Entrance|Washer/Dryer|Stainless Steel Appliances|Granite Countertops|Pool|Picnic Area
757,42.393127,-71.091114,4,1,2259,3734,Off-Street Parking|Stainless Steel Appliances|Central Air|Washer/Dryer|Secure Entrance
758,42.324605,-71.147647,0,1,491,985,Off-Street Parking
759,42.401753,-71.131501,3,1,2518,3216,Stainless Steel Appliances|Utilities Included|Central Air|Picnic Area|Pool|Off-Street Parking|Secure Entrance|Washer/Dryer|Granite Countertops|Dishwasher
760,42.32638,-71.072844,4,1,2347,4820,Picnic Area|Pool|Washer/Dryer|Off-Street Parking|Granite Countertops|Central Air|Fitness Center
761,42.386435,-71.084308,2,1,1686,2529,Pool|Picnic Area|Fitness Center|Stainless Steel Appliances|Central Air|Granite Countertops
762,42.326593,-71.114168,2,2,1152,3126,Pool|Stainless Steel Appliances|Washer/Dryer|Central Air|Dishwasher|Fitness Center|Off-Street Parking|Granite Countertops
763,42.392042,-71.121818,4,3,2554,3892,Pool|Off-Street Parking|Secure Entrance|Picnic Area|Utilities Included|Granite Countertops|Stainless Steel Appliances|Central Air|Dishwasher|Washer/Dryer|Fitness Center
764,42.319562,-71.110196,2,1,1475,2144,Granite Countertops|Central Air|Pool|Dishwasher|Fitness Center|Stainless Steel Appliances
765,42.331358,-71.069212,3,1,2084,3333,Off-Street Parking|Central Air|Granite Countertops|Dishwasher|Fitness Center|Pool
766,42.405676,-71.09005,3,2,2379,3454,Dishwasher|Pool|Fitness Center|Washer/Dryer|Secure Entrance|Picnic Area|Utilities Included|Off-Street Parking|Central Air
767,42.383999,-71.059586,3,3,2460,3897,Granite Countertops|Pool|Fitness Center|Picnic Area|Washer/Dryer|Dishwasher|Secure Entrance
768,42.367448,-71.140716,1,1,1054,1778,Secure Entrance|Granite Countertops|Central Air|Off-Street Parking|Utilities Included
769,42.391335,-71.145174,2,2,1473,2951,Washer/Dryer|Pool
770,42.37836,-71.131287,3,1,2017,3183,Dishwasher|Secure Entrance|Washer/Dryer|Fitness Center|Picnic Area|Central Air|Pool|Off-Street Parking|Granite Countertops|Stainless Steel Appliances
771,42.384824,-71.143329,1,1,803,1725,Pool|Stainless Steel Appliances|Dishwasher|Granite Countertops|Picnic Area
772,42.353536,-71.128655,4,3,1935,4682,Fitness Center|Central Air|Pool|Granite Countertops|Picnic Area|Utilities Included|Dishwasher|Off-Street Parking|Secure Entrance|Washer/Dryer
773,42.343252,-71.11165,4,4,2025,4664,Picnic Area|Utilities Included|Granite Countertops|Secure Entrance|Washer/Dryer|Dishwasher|Off-Street Parking|Pool|Stainless Steel Appliances|Fitness Center|Central Air
774,42.404681,-71.088378,3,1,1503,3109,Fitness Center|Central Air|Washer/Dryer|Off-Street Parking|Dishwasher|Secure Entrance|Granite Countertops|Picnic Area|Utilities Included|Stainless Steel Appliances
775,42.351568,-71.062946,4,3,2298,3887,Dishwasher|Stainless Steel Appliances|Fitness Center|Central Air|Secure Entrance|Granite Countertops|Utilities Included|Off-Street Parking|Picnic Area|Pool
776,42.363524,-71.061465,1,1,904,1521,Dishwasher|Picnic Area|Utilities Included|Granite Countertops|Central Air|Secure Entrance|Off-Street Parking
777,42.41011,-71.137524,3,1,1438,3453,Fitness Center|Granite Countertops|Picnic Area|Off-Street Parking|Utilities Included|Secure Entrance|Pool|Washer/Dryer
778,42.370203,-71.138003,0,1,614,1066,Utilities Included|Off-Street Parking|Washer/Dryer|Granite Countertops|Stainless Steel Appliances
779,42.346162,-71.1026,0,1,445,883,Off-Street Parking
780,42.369071,-71.080076,2,2,1576,2938,Secure Entrance|Stainless Steel Appliances|Off-Street Parking
781,42.406007,-71.132172,0,1,647,979,Picnic Area|Fitness Center|Stainless Steel Appliances|Off-Street Parking|Utilities Included|Secure Entrance|Washer/Dryer|Central Air
782,42.377525,-71.071751,4,4,2105,4396,Off-Street Parking|Pool|Granite Countertops
783,42.327628,-71.132378,2,2,1645,3020,Dishwasher|Granite Countertops|Washer/Dryer|Stainless Steel Appliances|Secure Entrance|Pool|Picnic Area|Fitness Center
784,42.329988,-71.105092,1,1,617,1680,Off-Street Parking|Secure Entrance|Granite Countertops|Fitness Center
785,42.321426,-71.06032,2,2,1562,3140,Fitness Center|Picnic Area|Secure Entrance|Washer/Dryer|Dishwasher|Off-Street Parking|Stainless Steel Appliances|Utilities Included
786,42.387322,-71.131768,1,1,946,1932,Washer/Dryer|Granite Countertops|Secure Entrance|Off-Street Parking
787,42.413301,-71.092246,1,1,734,1694,Picnic Area|Dishwasher|Washer/Dryer|Fitness Center|Off-Street Parking|Utilities Included|Granite Countertops
788,42.353259,-71.080908,0,1,299,1009,Granite Countertops|Stainless Steel Appliances|Off-Street Parking|Fitness Center|Utilities Included|Secure Entrance|Dishwasher|Central Air|Pool|Picnic Area
789,42.323603,-71.114786,3,2,1571,3496,Picnic Area|Stainless Steel Appliances|Washer/Dryer|Central Air|Dishwasher|Off-Street Parking
790,42.392254,-71.147817,4,3,1940,4209,Fitness Center|Washer/Dryer|Stainless Steel Appliances
791,42.410276,-71.097655,4,4,2413,4706,Stainless Steel Appliances|Granite Countertops|Secure Entrance|Central Air|Dishwasher|Pool|Picnic Area
792,42.378784,-71.0737,2,2,1071,2887,Off-Street Parking|Central Air|Stainless Steel Appliances|Dishwasher|Pool|Washer/Dryer|Secure Entrance|Utilities Included
793,42.324213,-71.060814,2,1,1365,2567,Picnic Area|Utilities Included|Fitness Center|Off-Street Parking|Pool|Secure Entrance|Granite Countertops|Dishwasher|Stainless Steel Appliances|Central Air|Washer/Dryer
794,42.397327,-71.144723,4,3,2604,4381,Granite Countertops|Pool|Secure Entrance|Washer/Dryer|Picnic Area|Central Air|Fitness Center|Dishwasher|Stainless Steel Appliances
795,42.349329,-71.102848,3,2,1840,3057,Secure Entrance|Fitness Center|Picnic Area|Pool|Granite Countertops|Washer/Dryer|Utilities Included|Stainless Steel Appliances
796,42.412443,-71.108494,2,1,1464,2658,Pool|Washer/Dryer|Central Air|Secure Entrance|Stainless Steel Appliances|Dishwasher|Utilities Included
797,42.322268,-71.092041,1,1,685,1668,Off-Street Parking|Granite Countertops|Utilities Included|Stainless Steel Appliances|Secure Entrance|Dishwasher|Picnic Area|Central Air
798,42.38767,-71.076462,4,3,2341,3949,Dishwasher|Off-Street Parking|Washer/Dryer|Utilities Included|Granite Countertops|Pool
799,42.344702,-71.137809,3,3,1892,3594,Picnic Area|Dishwasher|Secure Entrance|Off-Street Parking|Granite Countertops|Central Air|Washer/Dryer|Pool|Fitness Center|Stainless Steel Appliances
800,42.357426,-71.06406,1,1,967,1488,Utilities Included|Pool|Dishwasher|Secure Entrance|Picnic Area
801,42.410942,-71.12832,1,1,823,1696,Central Air|Picnic Area|Fitness Center|Pool|Utilities Included|Dishwasher|Secure Entrance
802,42.367019,-71.129041,2,2,1378,2737,Central Air|Utilities Included|Picnic Area|Pool
803,42.35392,-71.080743,1,1,553,1810,Picnic Area|Fitness Center|Washer/Dryer|Utilities Included|Dishwasher
804,42.355887,-71.142673,3,3,1380,3503,Pool|Dishwasher|Picnic Area|Utilities Included|Granite Countertops
805,42.350935,-71.107598,3,2,2030,3135,Pool|Granite Countertops|Off-Street Parking|Central Air|Fitness Center
806,42.370294,-71.065078,3,3,1690,3935,Washer/Dryer|Fitness Center|Stainless Steel Appliances|Off-Street Parking|Granite Countertops|Dishwasher|Central Air|Utilities Included|Pool|Picnic Area|Secure Entrance
807,42.409747,-71.078683,2,1,1296,2180,Washer/Dryer|Picnic Area|Off-Street Parking|Granite Countertops
808,42.406904,-71.117337,2,2,1277,3326,Stainless Steel Appliances|Pool|Secure Entrance|Washer/Dryer|Dishwasher
809,42.387033,-71.091984,1,1,956,1716,Utilities Included|Granite Countertops|Central Air|Picnic Area|Pool|Stainless Steel Appliances|Fitness Center
810,42.342131,-71.086278,0,1,273,864,Granite Countertops
811,42.366569,-71.106728,1,1,1217,1991,Off-Street Parking|Pool|Stainless Steel Appliances|Utilities Included|Picnic Area|Dishwasher|Granite Countertops|Secure Entrance
812,42.408435,-71.08432,2,2,1136,3021,Stainless Steel Appliances|Off-Street Parking|Secure Entrance
813,42.389087,-71.107723,2,1,1305,2523,Dishwasher|Pool|Central Air|Secure Entrance|Utilities Included
814,42.34793,-71.120713,4,4,2408,3902,Secure Entrance|Fitness Center|Off-Street Parking|Washer/Dryer|Stainless Steel Appliances|Utilities Included|Pool|Central Air|Picnic Area|Dishwasher
815,42.373527,-71.072516,0,1,267,1040,Stainless Steel Appliances|Granite Countertops|Pool|Secure Entrance
816,42.373064,-71.054944,2,1,1839,2313,Dishwasher|Pool|Secure Entrance|Washer/Dryer|Fitness Center|Granite Countertops|Central Air|Off-Street Parking
817,42.410735,-71.11794,0,1,317,914,Granite Countertops|Off-Street Parking|Stainless Steel Appliances|Pool|Secure Entrance
