,paperID,abstract,title,terms,authors,affiliation,pubYear,confName
1010,1011,"The Architecture Analysis and Design Language  AADL  is a popular language for architectural modeling and analysis of software intensive systems in application domains such as automotive, avionics, railway and medical systems  These systems often have stringent real time requirements  This paper presents an extension to AADL s behavior model using time annotations in order to improve the evaluation of timing properties in AADL  The translational semantics of this extension is based on mappings to the Timed Abstract State Machines  TASM  language  As a result, timing analysis with timed simulation or timed model checking is possible  The translation is supported by an Eclipse based plug in and the approach is validated with a case study of an industrial production cell system    2009 Springer Berlin Heidelberg   33 refs",Timed simulation of extended AADL based architecture specifications with timed abstract state machines,"['Abstracting', 'Computer software selection and evaluation', 'Contour followers', 'Linguistics', 'Model checking', 'Real time systems', 'Simulators', 'Time measurement', 'Translation (languages)', 'Abstracting', 'Computer software selection and evaluation', 'Contour followers', 'Linguistics', 'Model checking', 'Real time systems', 'Simulators', 'Time measurement', 'Translation (languages)', 'AADL', 'Abstract state machines', 'Application domains', 'Architectural modeling', 'Architecture analysis', 'Architecture specification', 'Behavior Annex', 'Behavior model', 'Industrial production', 'Medical systems', 'Plug-ins', 'Real time requirement', 'Software intensive systems', 'TASM', 'Timed model checking', 'Timing Analysis', 'Timing properties', 'Translation', 'AADL', 'Abstract state machines', 'Application domains', 'Architectural modeling', 'Architecture analysis', 'Architecture specification', 'Behavior Annex', 'Behavior model', 'Industrial production', 'Medical systems', 'Plug-ins', 'Real time requirement', 'Software intensive systems', 'TASM', 'Timed model checking', 'Timing Analysis', 'Timing properties', 'Translation', 'Computer Software, Data Handling and Applications', 'Computer Programming', 'Computer Applications', 'Digital Computers and Systems', 'Information Sources and Analysis', 'Management', 'Special Purpose Instruments', 'Information Dissemination', 'Logic Elements', 'Nuclear Reactors', 'Rockets and Missiles', 'Satellites', 'Machine Tools, General', 'Solar Energy and Phenomena', 'Naval Architecture', 'Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory', 'Automobiles']","['Bj rnander, Stefan', '', '', 'Grunske, Lars', '', '', 'Lundqvist, Kristina']","School of IDE, M lardalen University, Box 883, V ster s 72123, Sweden  2  Faculty of ICT, Swinburne University of Technology, Hawthorn VIC 3122, Australia",2009,QoSA
1011,1012,"The Bay of Seine is a potentially important nursery ground, especially for flatfish  This area, however, is also strongly anthropogenically influenced  A composite approach was chosen to compare the flatfish nursery function of the Seine estuary with other coastal and estuarine areas and to determine the impact of anthropogenic disturbances  It emerges that alteration of the nursery function in the Seine estuary is related to the loss of nursery habitat and to a lower quality of the residual surfaces  These observations stressed the importance of habitat destruction and decreased quality of remaining habitat for fish stocks renewal    2007 Springer Science Business Media B V   39 refs",Convergent signs of degradation in both the capacity and the quality of an essential fish habitat  State of the Seine estuary  France  flatfish nurseries,"['Biodiversity', 'Growth kinetics', 'Surface water resources', 'Water pollution', 'Anthropogenic disturbance', 'Essential fish habitat', 'Flatfish juvenile', 'Nursery grounds', 'Seine estuary', 'Waterways', 'Surface Water', 'Water Pollution', 'Environmental Engineering', 'Biological Materials and Tissue Engineering']","['Le Pape, O', '', '', ' Gilliers, C', '', '', ' Riou, P', '', '', ' Morin, J', '', '', ' Amara, R', '', '', ' D saunay, Y', '', '']","Lab  Ecologie Halieutique, Agrocampus Rennes, CS 4215, 65 rue de St  Brieuc, Rennes Cedex 35042, France",2007,ECSA
1012,1013,"The Bay of Seine is a potentially important nursery ground, especially for flatfish  This area, however, is also strongly anthropogenically influenced  A composite approach was chosen to compare the flatfish nursery function of the Seine estuary with other coastal and estuarine areas and to determine the impact of anthropogenic disturbances  It emerges that alteration of the nursery function in the Seine estuary is related to the loss of nursery habitat and to a lower quality of the residual surfaces  These observations stressed the importance of habitat destruction and decreased quality of remaining habitat for fish stocks renewal    2007 Springer Science Business Media B V   39 refs",Convergent signs of degradation in both the capacity and the quality of an essential fish habitat  State of the Seine estuary  France  flatfish nurseries,"['Biodiversity', 'Growth kinetics', 'Surface water resources', 'Water pollution', 'Anthropogenic disturbance', 'Essential fish habitat', 'Flatfish juvenile', 'Nursery grounds', 'Seine estuary', 'Waterways', 'Surface Water', 'Water Pollution', 'Environmental Engineering', 'Biological Materials and Tissue Engineering']","['Le Pape, O', '', '', ' Gilliers, C', '', '', ' Riou, P', '', '', ' Morin, J', '', '', ' Amara, R', '', '', ' D saunay, Y', '', '']","Lab  Ecologie Halieutique, Agrocampus Rennes, CS 4215, 65 rue de St  Brieuc, Rennes Cedex 35042, France",2008,ECSA
1013,1014,"The ECSA symposium was held in Portugal with a theme  Integrative Tools and Methods in Assessing Ecological Quality in Estuarine and Coastal Systems Worldwide   The first group consists of two papers focusing on the use of Phytoplankton as Biological Quality Element  BQE  in the scope of the implementation of the European Water Framework Directive  WFD , including classification schemes  The second group also consists of two papers, in the case focusing on the use of Macroalgae as a Biological Quality Element  BQE  in the scope of the implementation of the European Water Framework Directive, proposing an assessment tool, on one hand, and addressing the problem of reference conditions definition  The third group includes a single paper dealing with indices based on macrophytes as tools to detect anthropogenic pressures in a coastal lagoon  The fifth group includes four papers dealing with fish based ecological indicators, mainly focusing on their application in assessing the ecological condition of estuarine ecosystems   25 refs",Assessing ecological quality in estuarine and coastal systems   An introduction,"['Focusing', 'Paper', 'Anthropogenic pressures', 'Assessment tool', 'Classification scheme', 'Coastal lagoons', 'Coastal systems', 'Ecological conditions', 'Ecological indicators', 'Ecological quality', 'Estuarine ecosystems', 'European Water Framework Directive', 'Macro-algae', 'Macrophytes', 'Portugal', 'Reference condition', 'Second group', 'Tools and methods', 'Anthropogenic pressures', 'Assessment tool', 'Classification scheme', 'Coastal lagoons', 'Coastal systems', 'Ecological conditions', 'Ecological indicators', 'Ecological quality', 'Estuarine ecosystems', 'European Water Framework Directive', 'Macro-algae', 'Macrophytes', 'Portugal', 'Reference condition', 'Second group', 'Tools and methods', 'Ecology and Ecosystems', 'Electromagnetic Waves in Different Media', 'Pulp and Paper']","['Marques, Jo o Carlos', '', '', 'Costa, Maria Jos', '', '', ' M ller, Felix']","Department of Life Sciences, IMAR   Institute of Marine Research, University of Coimbra, 3004 517 Coimbra, Portugal  2  Institute of Oceanography, FCUL Campo Grande, 1749 016 Lisbon, Portugal  3  Institute for Natural Resource Conservation, Department of Ecosystem Management, Olshausenstr  75, D 24118 Kiel, Germany",2012,ECSA
1014,1015,"The Eclipse platform has played a very significant role in the evolution of software engineering research over the last few years as it has provided mature infrastructure for the development of orthogonal but interoperable prototypes in areas including model driven engineering, code analysis, data visualisation, software measurement and testing and language development  The academic community has in turn embraced Eclipse and has contributed several tools back as open source projects  such as IMP, GEF3D, Mylyn, ATL, Epsilon etc    some of which have been brought under the umbrella of the Eclipse Foundation    2013 Authors",ACadeMics tooling with Eclipse  ACME 13 workshop summmary,"['Data visualization', 'Software engineering', 'Academic community', 'Code analysis', 'Eclipse foundations', 'Language development', 'Model-driven Engineering', 'Open source projects', 'Software Measurement', 'Computer Software, Data Handling and Applications', 'Education']","['Di Ruscio, Davide', '', '', 'Kolovos, Dimitrios', '', '', 'Rose, Louis', '', '', 'Al Hilank, Samir']","Department of Computer Science and Mathematics, University of L Aquila, L Aquila, Italy  2  Department of Computer Science, University of York, York, United Kingdom  3  Develop Group Basys GmbH, Erlangen, Germany",2013,ECSA
1015,1016,"The Engineering Council of South Africa  ECSA  emphasizes the role of project management, interdisciplinary projects, and other non engineering skills that engineers inevitably will use in their careers  An excellent mechanism with which to achieve this goal is to use systems engineering and project management as teaching modules and in metacognitive fashion  This can be done in different ways, but a common thread is required over the period of the engineering course  As a result, students are exposed to engineering skills such as requirements analysis and management, specification practices, behavioral analysis, and project management  Systems engineering, when applied properly, draws together all aspects of engineering, including human, legal, economic, environmental, and other requirements, while project management draws together interpersonal skills  Ethics, entrepreneurship and other soft skills are taught under the same umbrella modules in order to show relevance that has previously been lacking   2010 IEEE   5 refs",Systems engineering training in engineering education,"['Curricula', 'Environmental regulations', 'Professional aspects', 'Project management', 'Requirements engineering', 'Systems engineering', 'Behavioral analysis', 'Curriculum designs', 'Engineering council of south africa', 'Engineering course', 'Engineering skills', 'Engineering training', 'Interdisciplinary project', 'Interpersonal skills', 'Metacognitives', 'Professional practices', 'Requirements analysis', 'Soft skills', 'Teaching module', 'Systems Science', 'Management', 'Industrial Engineering and Management', 'Education', 'Engineering Professional Aspects', 'Computer Software, Data Handling and Applications', 'Environmental Impact and Protection']","['Holm, Johann E W', '', '', ' Van Der Walt, Marthie', '', '', 'Stoker, Piet W', '', '']","Faculty of Engineering, North West University, Potchefstroom, South Africa  2  Faculty of Educational Sciences, North West University, Potchefstroom, South Africa",2010,ECSA
1016,1017,"The Engineering Profession Act, 46 of 2000 provides for the establishment of a juristic person known as the Engineering Council of South Africa  ECSA   ECSA is a statutory body responsible for the regulation of the Engineering Profession in South Africa  It promotes safety, health and interest of the public as these are affected by the engineering work and professional conduct of persons registered with ECSA  Engineering Practitioners in South Africa are registered with ECSA in the following professional categories, viz, Engineer, Engineering Technologist, Certificated Engineer and Engineering Technician  Registered Engineering Practitioners are compelled to comply with the Code of Professional Conduct when performing engineering work  The objects of the Rules of Conduct for Registered Persons are to ensure that Registered Persons apply their knowledge and skill in the interest of humanity and the environment  to execute their work with integrity and sincerity and in accordance with generally accepted norms of professional conduct  and respect the interest of their fellow being and honour the standing of the Profession  Given the large number of infrastructural projects currently taking place in South Africa, the issue of Engineering Practitioners  professional liability is topical  This is made even more important, given the large number of foreign engineering firms and professionals not registered with ECSA practicing Engineering in South Africa  This paper deals with the regulation of the engineering practice in South Africa, and also the challenges faced by Engineering Practitioners  It also deals with professional accountability and liability given the current legislation and future legislation  Copyright, American Society for Engineering Management, 2014   9 refs",Practice of engineering in South Africa   Professional liability analysis,"['Laws and legislation', 'Engineering council of south africa', 'Engineering practices', 'Engineering practitioners', 'Engineering profession', 'Engineering technologists', 'Engineering works', 'Professional conduct', 'Professional liability', 'Engineering Professional Aspects', 'Social Sciences']","['Mathe, Zwanani', '', '', 'Holdings, Eskom']","Group Technology Division, Eskom Enterprises Park, Cnr Simba and Leeuwkop Road, Sunninghill, Johannesburg, South Africa",2014,ECSA
1017,1018,"The GEAR process integrates three approaches to architectural requirements engineering  model driven requirements engineeering, quality attribute scenarios, and global analysis, within an iterative, incremental analysis process  In so doing, it shows where these methods overlap and where they complement each other  It also adds insight into the differences between product requirements and architecture requirements  GEAR incorporates experience from over a dozen diverse industrial software architecture projects    2005 IEEE   9 refs",GEAR  A good enough architectural requirements process,"['Mathematical models', 'Project management', 'Quality control', 'Requirements engineering', 'Architectural requirements engineering', 'Global analysis', 'Computer Programming', 'Management', 'Quality Assurance and Control', 'Mathematics']","['Schwanke, Robert W', '', '']","Siemens Corporate Research, Inc",2005,WICSA
1018,1019,"The ISO 26262  Functional Safety for Road Vehicles  describes a safety life cycle, that has to be considered concurrently to the life cycle of the vehicle development  Also the design of the electric electronic architecture does not specify the implementation of electronic and software based vehicle functions, it forms the basis for their realization and distribution to the vehicle s networked hardware artifacts  In this paper we present the formal and tool based approach for the propagation of ISO 26262 safety goals to artifacts of an initial electric electronic architecture  With a set of metrics, we evaluate the architecture before and after its safety refinement, respective to the high level failure modes omission and commission  The process of annotation, evaluation and refinement is exemplary shown at the electric electronic architecture for a retractable rear spoiler    2011 ACM   12 refs",A metric based safety workflow for electric electronic architectures of vehicles,"['Failure modes', 'Life cycle', 'Safety engineering', 'Vehicles', 'e/e-architecture', 'functional safety', 'iso 26262', 'Rear spoiler', 'Road vehicles', 'Safety goals', 'Software-based', 'Vehicle development', 'Vehicle functions', 'Strength of Building Materials  Mechanical Properties', 'Highway Transportation', 'Computer Programming', 'Production Engineering', 'Safety Engineering', 'Mathematics']","['Hillenbrand, Martin', '', '', 'Heinz, Matthias', '', '', 'M ller Glaser, Klaus D', '', '', ' Adler, Nico']","Institute for Information Processing Technologies  ITIV , Karlsruhe Institute of Technology  KIT , Vincenz Prienitz Strae 1, Karlsruhe, Germany  2  FZI Forschungszentrum Informatik, Haid und Neu Strae 10 14, Karlsruhe, Germany",2011,QoSA
1019,1020,"The Indian summer monsoon rainfall contributes about 75  of the total annual rainfall and exhibits considerable interannual variations  The agricultural economy of the country depends mainly on the monsoon rainfall  The long range forecast of the monsoon rainfall is, therefore of significant importance in agricultural planning and other economic activities of the country  There are various parameters which influence the amount of rainfall received during the monsoon  Some of the important parameters considered by the Indian Meteorological Department  IMD  for the study of monsoon are Outgoing Longwave Radiation  OLR , moisture content of the atmosphere, zonal wind speed, low level vorticity, pressure gradient etc  Compared to the Long Period Average  LPA  value of rain fall, the country as a whole received higher amount of rainfall in June, 2013  34  more than LPA   The same month showed considerable decrease next year as the amount of rainfall received was around 43  less compared to LPA  This drastic difference of monsoon prompted to study the behaviour of some of the monsoon relevant parameters  In this study we have considered five atmospheric parameters as the indicators of monsoon behaviour namely vertical relative humidity, OLR, aerosol optical depth  AOD , wind at 850 hPa and mean sea level pressure  MSLP   In the initial analysis of weekly OLR difference for year 2013 and 2014 shows positive values in the month of May over north western parts of India  region of heat low   This should result in a weaker monsoon in 2014  This is substantiated by the rainfall data received for various stations over India  Inference made based on the analysis of RH profiles coupled with AOD values is in agreement with the rainfall over the corresponding stations   13 refs",Observational analysis of two contrasting monsoon years,"['Agriculture', 'Atmospheric aerosols', 'Atmospheric humidity', 'Atmospheric thermodynamics', 'Economics', 'Precipitation (meteorology)', 'Sea level', 'Wind', 'Aerosol optical depths', 'Atmospheric parameters', 'Indian summer monsoon', 'Indian summer monsoon rainfall', 'Mean sea level pressures', 'Observational analysis', 'OLR and AOD', 'Outgoing longwave radiation', 'Atmospheric Properties', 'Precipitation', 'Oceanography, General', 'Agricultural Equipment and Methods  Vegetation and Pest Control', 'Social Sciences']","['Karri, Srinivasarao', '', '', 'Ahmad, Ramiz', '', '', 'Sujata, P', '', '', ' Jose, Subin', '', '', 'Sreenivas, G', '', '', ' Maurya, Devesh Kumar']","Atmospheric and Climate Sciences Group  ACSG , Earth and Climate Science Area  ECSA , NRSC, Hyderabad, India",2014,ECSA
1020,1021,"The Industry Track provides a forum for practitioners and industrial and academic researchers describing methods, techniques, and practices as well as other results of direct relevance and applicability to practicing software architects  Contributions take the form of extended abstracts and full papers and focus on practical lessons that drawn from experience and encourage interactive discussion on the presented topic    2010 ACM",ECSA 2010 Industry Track,"['Industry', 'Research', 'Technical presentations', 'Extended abstracts', 'Industry practices', 'research challenges', 'Software architects', 'Computer Programming', 'Education', 'Engineering Research', 'Cost and Value Engineering  Industrial Economics', 'Industrial Engineering and Management', 'Production Planning and Control  Manufacturing']","['Kolb, Ronny', '', '', 'Naedele, Martin']","Honeywell International Sarl, Z A  La Piece 16, CH 1180 Rolle, Switzerland  2  ABB Schweiz AG, Corporate Research, Segelhofstr  1K, 5405, Baden 5 D ttwil, Switzerland",2010,ECSA
1021,1022,"The International Workshop on DSL Architecting and DSL based Architectures  DADA 14  aims at exploring current perspectives on DSL architecting and on DSL based architectures in research and industry  The workshop is co located with the 8th European Conference on Software Architecture  ECSA 14  in Vienna, Austria    2014 ACM   7 refs",DSL based architecting and DSL based architectures,"['Computer programming languages', 'DSL', 'Industrial research', 'Co-located', 'Design decisions', 'Design documentation', 'Domain specific languages', 'International workshops', 'Vienna , Austria', 'Telecommunication  Radar, Radio and Television', 'Computer Software, Data Handling and Applications', 'Engineering Research']","['Sobernig, Stefan', '', '', 'Strembeck, Mark']","Institute for Information Systems and New Media, WU Vienna, Austria",2014,ECSA
1022,1023,"The Ir V C catalyst was successfully synthesized by EG method as novel, suitable cathode catalyst for PEMFCs  The XRD showed that the interatomic Ir Ir distances in the Ir V C catalyst were decreased, which can result in more facile O2 adsorption and reduction due to the modified surface and electronic properties  EDS and ICP MS results indicated that the catalyst contained negligible V content, indicating a beneficial dealloying effect resulting from HCl addition during catalyst synthesis  With a loading of 0 4 mgIr cm 2 Ir V C, it achieved a maximum power density of 517 2 mW cm 2, which is higher than the maximum power density of 367 2 mW cm 2 obtained for pure Ir C  In situ CV results indicated that the loss of the transition metal effectively improved the overall ECSA of Ir V C and particle surface roughness of Ir  This provides a higher density of active sites that can adsorb and subsequently reduce oxygen molecules during fuel cell operation    The Electrochemical Society   10 refs",The mechanism of the improvement in catalytic activity of Ir modified by V compared to pure Ir C,"['Catalysts', 'Electronic properties', 'Inductively coupled plasma mass spectrometry', 'Polyelectrolytes', 'Proton exchange membrane fuel cells (PEMFC)', 'Surface roughness', 'Adsorption and reduction', 'Catalyst synthesis', 'Cathode catalyst', 'Fuel cell operation', 'Maximum power density', 'Modified surfaces', 'Oxygen molecule', 'Particle surface roughness', 'Physical Properties of Gases, Liquids and Solids', 'Organic Polymers', 'Chemical Products Generally', 'Chemical Agents and Basic Industrial Chemicals', 'Chemistry', 'Fuel Cells', 'Precious Metals']","['Li, Bing', ' ,', '', ' Yang, Daijun', '', '', 'Lin, Rui', '', '', 'Yu, Zhuoping', '', '', 'Ma, Jianxin']","School of Mechanical Engineering, Tongji University, 4800 Caoan Road, Shanghai 201804, China  2  School of Automotive Studies, Tongji University, 4800 Caoan Road, Shanghai 201804, China",2012,ECSA
1023,1024,"The MID ARCH method is a software design method for exploring software architecture alternatives that use different middleware platforms  First, candidate architectures are modelled based on different architectural styles that are induced by the respective middleware platforms  Candidate styles are chosen using a taxonomy of such styles  The goal is the evaluation of candidate architectures with respect to a goal question metric quality model  We illustrate the modelling approach using the Apache Cocoon Web component framework and related technologies, and a taxonomy of their associated styles   10 refs",Middleware induced architectural style modelling for architecture exploration,"['middleware', 'software architecture', 'software quality', 'middleware-induced architectural style modelling', 'architecture exploration', 'software design', 'software architecture', 'Apache Cocoon Web', 'Software engineering techniques', 'Distributed systems software']","['Giesecke, S', '', '', ' Bornhold, J', '', '', ' Hasselbring, W', '', '']","Software Eng  Group, Carl von Ossietzky Univ  of Oldenburg, Oldenburg, Germany",2007,WICSA
1024,1025,"The MIDARCH Method is a software design method for exploring software architecture alternatives that use different middleware platforms  First, candidate architectures are modelled based on different architectural styles that are induced by the respective middleware platforms  Candidate styles are chosen using a taxonomy of such styles  The goal is the evaluation of candidate architectures with respect to a goal question metric quality model  We illustrate the modelling approach using the Apache Cocoon Web component framework and related technologies, and a taxonomy of their associated styles    2007 IEEE   10 refs",Middleware induced architectural style modelling for architecture exploration,"['Information use', 'Mathematical models', 'Middleware', 'Taxonomies', 'World Wide Web', 'Architectural styles', 'Architecture exploration', 'Metric quality models', 'Middleware platforms', 'Telecommunication  Radar, Radio and Television', 'Computer Programming', 'Computer Applications', 'Information Science', 'Information Retrieval and Use', 'Mathematics']","['Giesecke, Simon', '', '', 'Bornhold, Johannes', '', '', 'Hasselbring, Wilhelm']","Carl von Ossietzky University of Oldenburg, Software Engineering Group, 26111 Oldenburg, Germany",2007,WICSA
1025,1026,"The Nordic Symposium on Cloud Computing and Internet Technologies  NordiCloud  has been found with the key aim of promoting and supporting Cloud computing and Internet Technologies research and practice in Nordic and Baltic regions  It would provide a bridge between researchers and practitioners from Nordic Baltic countries and Cloud computing communities in other parts of the World  The first symposium was organized as a collocated event with WICSA ECSA 2012 in Helsinki, Finland  This report summarizes the key points from the symposium based on the presented talks and discussions  It highlights some of the areas that the participants considered worth pursuing in order to help organizations to not only exploit the opportunities that cloud computing offers but also to deal with the challenges when adopting cloud computing  This report points out some of the key challenges and potential solutions that are likely to interest researcher and practitioners in Nordic Baltic regions and beyond    2013 ACM   20 refs",Perspectives and reflections on cloud computing and internet technologies from NordiCloud 2012,"['Internet', 'Research', 'Software engineering', 'Technology', 'Empirical Software Engineering', 'IaaS', 'Internet of Things (IOT)', 'PaaS', 'SaaS', 'Software services', 'Utility computing', 'Engineering Profession', 'Computer Programming', 'Computer Software, Data Handling and Applications', 'Engineering Research', 'Digital Computers and Systems', 'Optical Communication', 'Telecommunication  Radar, Radio and Television', 'Telephone Systems and Related Technologies  Line Communications']","['Babar, Muhammad Ali', ' ,', '']","Lancaster University, United Kingdom  2  IT University of Copenhagen, Copenhagen, Denmark",2013,ECSA
1026,1027,"The Nordic Workshop on Model Driven Software Engineering brings together industry practitioners and academic researchers to share experiences and latest research on model driven software engineering and development  The workshop is a forum to present experiences and ongoing research in software engineering and model driven engineering in particular, but also functions as an event for establishing co operative research projects between the participants and working on joint research papers  The workshop provides an open forum, reserving ample time for discussions  The workshop has 7 editions of past history  Prior instances were held in Reykjavik  Island , Ronneby  Sweden , Grimstad  Norway , Tampere  Finland , and Turku  Finland     2010 ACM   8 refs",8th Nordic Workshop on Model Driven Software Engineering  NW MODE 2010,"['Industry', 'Research', 'Software architecture', 'Finland', 'Model driven software engineering', 'Model-driven', 'Model-driven Engineering', 'Research papers', 'Reykjavik', 'Tampere', 'Computer Programming', 'Education', 'Engineering Research', 'Cost and Value Engineering  Industrial Economics', 'Industrial Engineering and Management', 'Production Planning and Control  Manufacturing']","['Wasowski, Andrzej', '', '', 'Truscan, Dragos', '', '', 'Kuzniarz, Ludwik']","IT University, Copenhagen, Denmark  2   bo Akademi University, Turku, Finland  3  Blekinge Institute of Technology, Sweden",2010,ECSA
1027,1028,"The Seine estuary  France  is currently one of the world s most contaminated estuaries, due in particular to its high cadmium and lead content  Proper understanding of contaminant transfer, transformation and retention mechanisms throughout the estuary and up to the adjacent marine zone require a range of studies involving data collections, experiments, and modeling tool  A multivariable transport model  SiAM 3D  was used to simulate dissolved and particulate transport and it is applied to several calculation grids  a speciation model  MOCO  was used to select key species and obtain a schematic system representation  The coupled model for Cd and Pb was compared with field measurements  The complementary character of various tools  model applied to annual time scale, in situ measurements and experiments  allowed to explore and quantify various hypotheses on the high dissolved cadmium concentrations observed during low river flow  The target is to achieve a compromise between acceptable computing times and adequate result accuracy  Although particle and contaminant behaviour is globally well reproduced by the coarse grid, calculation errors relating to bayward fluxes and stocks deposited inside the estuary were highlighted after comparison with the fine grid    2007 Springer Science Business Media B V   62 refs",Modelling Pb and Cd dynamics in the Seine estuary,"['Computer simulation', 'Data reduction', 'Hydrodynamics', 'Impurities', 'Lead', 'Mineral resources', '3D-modeling', 'Seine estuary', 'Materials Science', 'Computer Applications', 'Data Processing and Image Processing', 'Liquid Dynamics', 'Lead and Alloys', 'Exploration and Prospecting', 'Waterways']","['Thouvenin, B', '', '', ' Gonzalez, J L', '', '', ' Chiffoleau, J F', '', '', ' Boutier, B', '', '', ' Le Hir, P', '', '']","IFREMER BE CM Centre de Toulon, Zone Portuaire de Bregaillon, BP 330, 83507 La Seyne sur Mer Cedex, France  2  IFREMER BE CM Centre de Nantes, Nantes Cedex, France  3  IFREMER DYNECO PHYSED Centre de Brest, Plouzane, France",2007,ECSA
1028,1029,"The Seine estuary  France  is currently one of the world s most contaminated estuaries, due in particular to its high cadmium and lead content  Proper understanding of contaminant transfer, transformation and retention mechanisms throughout the estuary and up to the adjacent marine zone require a range of studies involving data collections, experiments, and modeling tool  A multivariable transport model  SiAM 3D  was used to simulate dissolved and particulate transport and it is applied to several calculation grids  a speciation model  MOCO  was used to select key species and obtain a schematic system representation  The coupled model for Cd and Pb was compared with field measurements  The complementary character of various tools  model applied to annual time scale, in situ measurements and experiments  allowed to explore and quantify various hypotheses on the high dissolved cadmium concentrations observed during low river flow  The target is to achieve a compromise between acceptable computing times and adequate result accuracy  Although particle and contaminant behaviour is globally well reproduced by the coarse grid, calculation errors relating to bayward fluxes and stocks deposited inside the estuary were highlighted after comparison with the fine grid    2007 Springer Science Business Media B V   62 refs",Modelling Pb and Cd dynamics in the Seine estuary,"['Computer simulation', 'Data reduction', 'Hydrodynamics', 'Impurities', 'Lead', 'Mineral resources', '3D-modeling', 'Seine estuary', 'Materials Science', 'Computer Applications', 'Data Processing and Image Processing', 'Liquid Dynamics', 'Lead and Alloys', 'Exploration and Prospecting', 'Waterways']","['Thouvenin, B', '', '', ' Gonzalez, J L', '', '', ' Chiffoleau, J F', '', '', ' Boutier, B', '', '', ' Le Hir, P', '', '']","IFREMER BE CM Centre de Toulon, Zone Portuaire de Bregaillon, BP 330, 83507 La Seyne sur Mer Cedex, France  2  IFREMER BE CM Centre de Nantes, Nantes Cedex, France  3  IFREMER DYNECO PHYSED Centre de Brest, Plouzane, France",2008,ECSA
1029,1030,"The Service Oriented Architecture paradigm  SOA  is commonly applied for the implementation of complex, distributed business processes  The service oriented approach promises higher flexibility, interoperability and reusability of the IT infrastructure  However, evaluating the quality attribute security of large and complex SOA configurations is not sufficiently mastered yet  To tackle this complex problem, we developed a method for evaluating the security of existing service oriented systems on the architectural level  The method is based on recovering security relevant facts about the system by using reverse engineering techniques and subsequently providing automated support for further interactive security analysis at the structural level  By using generic, system independent indicators and a knowledge base, the method is not limited to a specific programming language or technology  Therefore, we are able to apply the method to various systems and adapt it to specific evaluation needs  The paper describes the general structure of the method, and presents an instantiation aligned to the Service Component Architecture  SCA  specification    2010 ACM   17 refs",Indicator based architecture level security evaluation in a service oriented environment,"['Computer software selection and evaluation', 'Information services', 'Interoperability', 'Knowledge based systems', 'Reusability', 'Reverse engineering', 'Software architecture', 'Technical presentations', 'Architectural levels', 'Automated support', 'Business Process', 'Complex problems', 'Engineering techniques', 'Evaluation Method', 'indicator', 'IT infrastructures', 'Knowledge base', 'Programming language', 'Quality attributes', 'security', 'Security analysis', 'Security evaluation', 'Service component architecture', 'Service Oriented', 'Service Oriented Systems', 'Service-oriented environment', 'Industrial Wastes', 'Digital Computers and Systems', 'Computer Software, Data Handling and Applications', 'Information Dissemination', 'Information Services']","['Antonino, Pablo', '', '', 'Duszynski, Slawomir', '', '', 'Jung, Christian', '', '', 'Rudolph, Manuel']","Fraunhofer IESE, Fraunhofer Platz 1, 67663 Kaiserslautern, Germany",2010,ECSA
1030,1031,"The Session Initiation Protocol  SIP  is an Internet protocol for establishing sessions between two or more parties  It is becoming ubiquitous in uses such as Voice over IP, instant messaging, Internet TV, and others  Performance is a chief concern with SIP because Quality of Service is important and SIP has internal timers that need to be honored or network efficiency suffers  The Java community has even provided a standardized API so that SIP applications can now be built using Java application servers  These new capabilities also bring with them new performance engineering methods, tools, and benchmarking needs  This paper describes the experiences and processes for the performance engineering of SIP applications in a Java environment  In this paper, a Java 2 Enterprise Edition  J2EE  SIP application server s performance is analyzed in a standalone and cluster environment, with network traces used to build a performance model of each environment  This included gathering data from test runs and extracting performance parameters from packet traces to construct the performance models  The models are then calibrated to match the model prediction with real system test data  Using the calibrated models, some bottlenecks were identified and suggestions to improve the overall maximum throughput were developed and were subsequently implemented in the system    2011 ACM   16 refs",Performance measurements and modeling of a java based Session Initiation Protocol  SIP  application server,"['Application programming interfaces (API)', 'Computer software', 'Ethers', 'Internet', 'Internet telephony', 'Java programming language', 'Network architecture', 'Network layers', 'Quality of service', 'Software architecture', 'Telecommunication networks', 'Voice/data communication systems', 'Application Servers', 'Calibrated model', 'Cluster environments', 'Instant messaging', 'Java 2 Enterprise Edition', 'Java application servers', 'Layered queueing networks', 'Maximum through-put', 'Model prediction', 'OR-networks', 'performance analysis', 'Performance engineering', 'Performance measurements', 'Performance Model', 'Performance parameters', 'Real systems', 'Session initiation protocol', 'Session Initiation Protocols', 'SIP application', 'Test runs', 'two-phase server', 'Voice over IP', 'Telecommunication  Radar, Radio and Television', 'Optical Communication', 'Telephone Systems and Related Technologies  Line Communications', 'Telephone Systems and Equipment', 'Computer Software, Data Handling and Applications', 'Organic Compounds']","['Franks, Greg', '', '', 'Lau, Danny', '', '', 'Hrischuk, Curtis']","Department of Systems and Computer Engineering, Carleton University, Ottawa, ON K1S 5B6, Canada  2  GTS Architecture and Technical Solution Design, IBM, Durham, NC 27703, United States",2011,QoSA
